image,chain_accuracy,id_accuracy,method,color_space
ecfc731305ce4e05.jpg,0,0,cosine,HSV
ecfc731305ce4e05.jpg,0,0,cosine,LAB
ecfc731305ce4e05.jpg,2,0,correlation,RGB
ecfc731305ce4e05.jpg,1,0,correlation,HSV
ecfc731305ce4e05.jpg,0,0,correlation,LAB
ecfc731305ce4e05.jpg,2,0,chi2,RGB
ecfc731305ce4e05.jpg,1,0,chi2,HSV
ecfc731305ce4e05.jpg,0,0,chi2,LAB
ecfc731305ce4e05.jpg,2,0,intersection,RGB
ecfc731305ce4e05.jpg,2,0,intersection,HSV
ecfc731305ce4e05.jpg,1,0,intersection,LAB
ecfc731305ce4e05.jpg,3,0,bhattacharyya,RGB
ecfc731305ce4e05.jpg,2,0,bhattacharyya,HSV
ecfc731305ce4e05.jpg,0,0,bhattacharyya,LAB
feb805336e6318c6.jpg,0,0,euclidean,RGB
feb805336e6318c6.jpg,2,0,euclidean,HSV
feb805336e6318c6.jpg,0,0,euclidean,LAB
feb805336e6318c6.jpg,0,0,cosine,RGB
feb805336e6318c6.jpg,2,0,cosine,HSV
feb805336e6318c6.jpg,0,0,cosine,LAB
feb805336e6318c6.jpg,0,0,correlation,RGB
feb805336e6318c6.jpg,2,0,correlation,HSV
feb805336e6318c6.jpg,0,0,correlation,LAB
feb805336e6318c6.jpg,1,0,chi2,RGB
feb805336e6318c6.jpg,3,0,chi2,HSV
feb805336e6318c6.jpg,1,0,chi2,LAB
feb805336e6318c6.jpg,2,0,intersection,RGB
feb805336e6318c6.jpg,1,0,intersection,HSV
feb805336e6318c6.jpg,0,0,intersection,LAB
feb805336e6318c6.jpg,1,0,bhattacharyya,RGB
feb805336e6318c6.jpg,0,0,bhattacharyya,HSV
feb805336e6318c6.jpg,1,0,bhattacharyya,LAB
ceceb391918c8ec3.jpg,0,0,euclidean,RGB
ceceb391918c8ec3.jpg,0,0,euclidean,HSV
ceceb391918c8ec3.jpg,0,0,euclidean,LAB
ceceb391918c8ec3.jpg,0,0,cosine,RGB
ceceb391918c8ec3.jpg,0,0,cosine,HSV
ceceb391918c8ec3.jpg,0,0,cosine,LAB
ceceb391918c8ec3.jpg,0,0,correlation,RGB
ceceb391918c8ec3.jpg,0,0,correlation,HSV
ceceb391918c8ec3.jpg,0,0,correlation,LAB
ceceb391918c8ec3.jpg,0,0,chi2,RGB
ceceb391918c8ec3.jpg,0,0,chi2,HSV
ceceb391918c8ec3.jpg,0,0,chi2,LAB
ceceb391918c8ec3.jpg,0,0,intersection,RGB
ceceb391918c8ec3.jpg,0,0,intersection,HSV
ceceb391918c8ec3.jpg,0,0,intersection,LAB
ceceb391918c8ec3.jpg,0,0,bhattacharyya,RGB
ceceb391918c8ec3.jpg,0,0,bhattacharyya,HSV
ceceb391918c8ec3.jpg,0,0,bhattacharyya,LAB
8e761c914891eadf.jpg,0,0,euclidean,RGB
8e761c914891eadf.jpg,2,0,euclidean,HSV
8e761c914891eadf.jpg,1,0,euclidean,LAB
8e761c914891eadf.jpg,0,0,cosine,RGB
8e761c914891eadf.jpg,2,0,cosine,HSV
8e761c914891eadf.jpg,1,0,cosine,LAB
8e761c914891eadf.jpg,0,0,correlation,RGB
8e761c914891eadf.jpg,1,0,correlation,HSV
8e761c914891eadf.jpg,1,0,correlation,LAB
8e761c914891eadf.jpg,2,0,chi2,RGB
8e761c914891eadf.jpg,4,0,chi2,HSV
8e761c914891eadf.jpg,1,0,chi2,LAB
8e761c914891eadf.jpg,0,0,intersection,RGB
8e761c914891eadf.jpg,2,0,intersection,HSV
8e761c914891eadf.jpg,2,0,intersection,LAB
8e761c914891eadf.jpg,2,0,bhattacharyya,RGB
8e761c914891eadf.jpg,0,0,bhattacharyya,HSV
8e761c914891eadf.jpg,2,0,bhattacharyya,LAB
b4c049b669ff50ac.jpg,0,0,euclidean,RGB
b4c049b669ff50ac.jpg,1,1,euclidean,HSV
b4c049b669ff50ac.jpg,0,0,euclidean,LAB
b4c049b669ff50ac.jpg,0,0,cosine,RGB
b4c049b669ff50ac.jpg,1,1,cosine,HSV
b4c049b669ff50ac.jpg,0,0,cosine,LAB
b4c049b669ff50ac.jpg,0,0,correlation,RGB
b4c049b669ff50ac.jpg,1,1,correlation,HSV
b4c049b669ff50ac.jpg,0,0,correlation,LAB
b4c049b669ff50ac.jpg,0,0,chi2,RGB
b4c049b669ff50ac.jpg,0,0,chi2,HSV
b4c049b669ff50ac.jpg,0,0,chi2,LAB
b4c049b669ff50ac.jpg,0,0,intersection,RGB
b4c049b669ff50ac.jpg,0,0,intersection,HSV
b4c049b669ff50ac.jpg,0,0,intersection,LAB
b4c049b669ff50ac.jpg,1,1,bhattacharyya,RGB
b4c049b669ff50ac.jpg,1,1,bhattacharyya,HSV
b4c049b669ff50ac.jpg,0,0,bhattacharyya,LAB
decd61d2988cc58d.jpg,0,0,euclidean,RGB
decd61d2988cc58d.jpg,1,0,euclidean,HSV
decd61d2988cc58d.jpg,0,0,euclidean,LAB
decd61d2988cc58d.jpg,0,0,cosine,RGB
decd61d2988cc58d.jpg,1,0,cosine,HSV
decd61d2988cc58d.jpg,0,0,cosine,LAB
decd61d2988cc58d.jpg,0,0,correlation,RGB
decd61d2988cc58d.jpg,1,0,correlation,HSV
decd61d2988cc58d.jpg,0,0,correlation,LAB
decd61d2988cc58d.jpg,1,0,chi2,RGB
decd61d2988cc58d.jpg,0,0,chi2,HSV
decd61d2988cc58d.jpg,0,0,chi2,LAB
decd61d2988cc58d.jpg,0,0,intersection,RGB
decd61d2988cc58d.jpg,0,0,intersection,HSV
decd61d2988cc58d.jpg,0,0,intersection,LAB
decd61d2988cc58d.jpg,0,0,bhattacharyya,RGB
decd61d2988cc58d.jpg,0,0,bhattacharyya,HSV
decd61d2988cc58d.jpg,0,0,bhattacharyya,LAB
de2be0d6ce2118d6.jpg,1,0,euclidean,RGB
de2be0d6ce2118d6.jpg,0,0,euclidean,HSV
de2be0d6ce2118d6.jpg,0,0,euclidean,LAB
de2be0d6ce2118d6.jpg,1,0,cosine,RGB
de2be0d6ce2118d6.jpg,0,0,cosine,HSV
de2be0d6ce2118d6.jpg,0,0,cosine,LAB
de2be0d6ce2118d6.jpg,1,0,correlation,RGB
de2be0d6ce2118d6.jpg,0,0,correlation,HSV
de2be0d6ce2118d6.jpg,0,0,correlation,LAB
de2be0d6ce2118d6.jpg,0,0,chi2,RGB
de2be0d6ce2118d6.jpg,0,0,chi2,HSV
de2be0d6ce2118d6.jpg,0,0,chi2,LAB
de2be0d6ce2118d6.jpg,1,0,intersection,RGB
de2be0d6ce2118d6.jpg,1,0,intersection,HSV
de2be0d6ce2118d6.jpg,1,0,intersection,LAB
de2be0d6ce2118d6.jpg,1,0,bhattacharyya,RGB
de2be0d6ce2118d6.jpg,1,0,bhattacharyya,HSV
de2be0d6ce2118d6.jpg,2,0,bhattacharyya,LAB
db9136e4319bc631.jpg,1,0,euclidean,RGB
db9136e4319bc631.jpg,1,0,euclidean,HSV
db9136e4319bc631.jpg,2,0,euclidean,LAB
db9136e4319bc631.jpg,1,0,cosine,RGB
db9136e4319bc631.jpg,1,0,cosine,HSV
db9136e4319bc631.jpg,2,0,cosine,LAB
db9136e4319bc631.jpg,1,0,correlation,RGB
db9136e4319bc631.jpg,1,0,correlation,HSV
db9136e4319bc631.jpg,2,0,correlation,LAB
db9136e4319bc631.jpg,2,0,chi2,RGB
db9136e4319bc631.jpg,1,0,chi2,HSV
db9136e4319bc631.jpg,0,0,chi2,LAB
db9136e4319bc631.jpg,1,0,intersection,RGB
db9136e4319bc631.jpg,1,0,intersection,HSV
db9136e4319bc631.jpg,0,0,intersection,LAB
db9136e4319bc631.jpg,1,0,bhattacharyya,RGB
db9136e4319bc631.jpg,0,0,bhattacharyya,HSV
db9136e4319bc631.jpg,1,0,bhattacharyya,LAB
8271dc35c32fb34c.jpg,1,0,euclidean,RGB
8271dc35c32fb34c.jpg,1,0,euclidean,HSV
8271dc35c32fb34c.jpg,0,0,euclidean,LAB
8271dc35c32fb34c.jpg,1,0,cosine,RGB
8271dc35c32fb34c.jpg,1,0,cosine,HSV
8271dc35c32fb34c.jpg,0,0,cosine,LAB
8271dc35c32fb34c.jpg,1,0,correlation,RGB
8271dc35c32fb34c.jpg,0,0,correlation,HSV
8271dc35c32fb34c.jpg,0,0,correlation,LAB
8271dc35c32fb34c.jpg,0,0,chi2,RGB
8271dc35c32fb34c.jpg,0,0,chi2,HSV
8271dc35c32fb34c.jpg,0,0,chi2,LAB
8271dc35c32fb34c.jpg,0,0,intersection,RGB
8271dc35c32fb34c.jpg,0,0,intersection,HSV
8271dc35c32fb34c.jpg,0,0,intersection,LAB
8271dc35c32fb34c.jpg,1,0,bhattacharyya,RGB
8271dc35c32fb34c.jpg,1,0,bhattacharyya,HSV
8271dc35c32fb34c.jpg,2,0,bhattacharyya,LAB
e08085ff1ac3ef8a.jpg,0,0,euclidean,RGB
e08085ff1ac3ef8a.jpg,0,0,euclidean,HSV
e08085ff1ac3ef8a.jpg,0,0,euclidean,LAB
e08085ff1ac3ef8a.jpg,0,0,cosine,RGB
e08085ff1ac3ef8a.jpg,0,0,cosine,HSV
e08085ff1ac3ef8a.jpg,0,0,cosine,LAB
e08085ff1ac3ef8a.jpg,0,0,correlation,RGB
e08085ff1ac3ef8a.jpg,0,0,correlation,HSV
e08085ff1ac3ef8a.jpg,0,0,correlation,LAB
e08085ff1ac3ef8a.jpg,0,0,chi2,RGB
e08085ff1ac3ef8a.jpg,0,0,chi2,HSV
e08085ff1ac3ef8a.jpg,0,0,chi2,LAB
e08085ff1ac3ef8a.jpg,0,0,intersection,RGB
e08085ff1ac3ef8a.jpg,0,0,intersection,HSV
e08085ff1ac3ef8a.jpg,0,0,intersection,LAB
e08085ff1ac3ef8a.jpg,0,0,bhattacharyya,RGB
e08085ff1ac3ef8a.jpg,0,0,bhattacharyya,HSV
e08085ff1ac3ef8a.jpg,0,0,bhattacharyya,LAB
adbd524a59d4c253.jpg,1,0,euclidean,RGB
adbd524a59d4c253.jpg,1,0,euclidean,HSV
adbd524a59d4c253.jpg,2,0,euclidean,LAB
adbd524a59d4c253.jpg,1,0,cosine,RGB
adbd524a59d4c253.jpg,1,0,cosine,HSV
adbd524a59d4c253.jpg,2,0,cosine,LAB
adbd524a59d4c253.jpg,1,0,correlation,RGB
adbd524a59d4c253.jpg,1,0,correlation,HSV
adbd524a59d4c253.jpg,2,0,correlation,LAB
adbd524a59d4c253.jpg,0,0,chi2,RGB
adbd524a59d4c253.jpg,1,0,chi2,HSV
adbd524a59d4c253.jpg,1,0,chi2,LAB
adbd524a59d4c253.jpg,1,0,intersection,RGB
adbd524a59d4c253.jpg,2,0,intersection,HSV
adbd524a59d4c253.jpg,1,0,intersection,LAB
adbd524a59d4c253.jpg,1,0,bhattacharyya,RGB
adbd524a59d4c253.jpg,0,0,bhattacharyya,HSV
adbd524a59d4c253.jpg,1,0,bhattacharyya,LAB
d828f747b990ca35.jpg,0,0,euclidean,RGB
d828f747b990ca35.jpg,1,0,euclidean,HSV
d828f747b990ca35.jpg,2,0,euclidean,LAB
d828f747b990ca35.jpg,0,0,cosine,RGB
d828f747b990ca35.jpg,1,0,cosine,HSV
d828f747b990ca35.jpg,2,0,cosine,LAB
d828f747b990ca35.jpg,0,0,correlation,RGB
d828f747b990ca35.jpg,1,0,correlation,HSV
d828f747b990ca35.jpg,1,0,correlation,LAB
d828f747b990ca35.jpg,0,0,chi2,RGB
d828f747b990ca35.jpg,1,0,chi2,HSV
d828f747b990ca35.jpg,0,0,chi2,LAB
d828f747b990ca35.jpg,3,0,intersection,RGB
d828f747b990ca35.jpg,3,0,intersection,HSV
d828f747b990ca35.jpg,1,0,intersection,LAB
d828f747b990ca35.jpg,2,0,bhattacharyya,RGB
d828f747b990ca35.jpg,1,0,bhattacharyya,HSV
d828f747b990ca35.jpg,2,0,bhattacharyya,LAB
e07399e89cb28f19.jpg,1,0,euclidean,RGB
e07399e89cb28f19.jpg,1,0,euclidean,HSV
e07399e89cb28f19.jpg,1,0,euclidean,LAB
e07399e89cb28f19.jpg,1,0,cosine,RGB
e07399e89cb28f19.jpg,1,0,cosine,HSV
e07399e89cb28f19.jpg,1,0,cosine,LAB
e07399e89cb28f19.jpg,1,0,correlation,RGB
e07399e89cb28f19.jpg,1,0,correlation,HSV
e07399e89cb28f19.jpg,1,0,correlation,LAB
e07399e89cb28f19.jpg,1,0,chi2,RGB
e07399e89cb28f19.jpg,0,0,chi2,HSV
e07399e89cb28f19.jpg,0,0,chi2,LAB
e07399e89cb28f19.jpg,0,0,intersection,RGB
e07399e89cb28f19.jpg,0,0,intersection,HSV
e07399e89cb28f19.jpg,0,0,intersection,LAB
e07399e89cb28f19.jpg,0,0,bhattacharyya,RGB
e07399e89cb28f19.jpg,0,0,bhattacharyya,HSV
e07399e89cb28f19.jpg,0,0,bhattacharyya,LAB
94b66b898c7632a7.jpg,0,0,euclidean,RGB
94b66b898c7632a7.jpg,1,0,euclidean,HSV
94b66b898c7632a7.jpg,0,0,euclidean,LAB
94b66b898c7632a7.jpg,0,0,cosine,RGB
94b66b898c7632a7.jpg,1,0,cosine,HSV
94b66b898c7632a7.jpg,0,0,cosine,LAB
94b66b898c7632a7.jpg,0,0,correlation,RGB
94b66b898c7632a7.jpg,1,0,correlation,HSV
94b66b898c7632a7.jpg,0,0,correlation,LAB
94b66b898c7632a7.jpg,0,0,chi2,RGB
94b66b898c7632a7.jpg,0,0,chi2,HSV
94b66b898c7632a7.jpg,0,0,chi2,LAB
94b66b898c7632a7.jpg,0,0,intersection,RGB
94b66b898c7632a7.jpg,1,0,intersection,HSV
94b66b898c7632a7.jpg,0,0,intersection,LAB
94b66b898c7632a7.jpg,0,0,bhattacharyya,RGB
94b66b898c7632a7.jpg,1,1,bhattacharyya,HSV
94b66b898c7632a7.jpg,1,0,bhattacharyya,LAB
d19b29e41b3964ce.jpg,0,0,euclidean,RGB
d19b29e41b3964ce.jpg,0,0,euclidean,HSV
d19b29e41b3964ce.jpg,1,0,euclidean,LAB
d19b29e41b3964ce.jpg,0,0,cosine,RGB
d19b29e41b3964ce.jpg,0,0,cosine,HSV
d19b29e41b3964ce.jpg,1,0,cosine,LAB
d19b29e41b3964ce.jpg,0,0,correlation,RGB
d19b29e41b3964ce.jpg,0,0,correlation,HSV
d19b29e41b3964ce.jpg,1,0,correlation,LAB
d19b29e41b3964ce.jpg,1,0,chi2,RGB
d19b29e41b3964ce.jpg,0,0,chi2,HSV
d19b29e41b3964ce.jpg,0,0,chi2,LAB
d19b29e41b3964ce.jpg,0,0,intersection,RGB
d19b29e41b3964ce.jpg,1,0,intersection,HSV
d19b29e41b3964ce.jpg,0,0,intersection,LAB
d19b29e41b3964ce.jpg,1,0,bhattacharyya,RGB
d19b29e41b3964ce.jpg,1,0,bhattacharyya,HSV
d19b29e41b3964ce.jpg,0,0,bhattacharyya,LAB
cccc61f33152e8ad.jpg,2,0,euclidean,RGB
cccc61f33152e8ad.jpg,0,0,euclidean,HSV
cccc61f33152e8ad.jpg,0,0,euclidean,LAB
cccc61f33152e8ad.jpg,2,0,cosine,RGB
cccc61f33152e8ad.jpg,0,0,cosine,HSV
cccc61f33152e8ad.jpg,0,0,cosine,LAB
cccc61f33152e8ad.jpg,2,0,correlation,RGB
cccc61f33152e8ad.jpg,0,0,correlation,HSV
cccc61f33152e8ad.jpg,0,0,correlation,LAB
cccc61f33152e8ad.jpg,0,0,chi2,RGB
cccc61f33152e8ad.jpg,0,0,chi2,HSV
cccc61f33152e8ad.jpg,0,0,chi2,LAB
cccc61f33152e8ad.jpg,0,0,intersection,RGB
cccc61f33152e8ad.jpg,0,0,intersection,HSV
cccc61f33152e8ad.jpg,0,0,intersection,LAB
cccc61f33152e8ad.jpg,0,0,bhattacharyya,RGB
cccc61f33152e8ad.jpg,1,0,bhattacharyya,HSV
cccc61f33152e8ad.jpg,0,0,bhattacharyya,LAB
999866e6984df01f.jpg,0,0,euclidean,RGB
999866e6984df01f.jpg,0,0,euclidean,HSV
999866e6984df01f.jpg,0,0,euclidean,LAB
999866e6984df01f.jpg,0,0,cosine,RGB
999866e6984df01f.jpg,0,0,cosine,HSV
999866e6984df01f.jpg,0,0,cosine,LAB
999866e6984df01f.jpg,0,0,correlation,RGB
999866e6984df01f.jpg,0,0,correlation,HSV
999866e6984df01f.jpg,0,0,correlation,LAB
999866e6984df01f.jpg,0,0,chi2,RGB
999866e6984df01f.jpg,0,0,chi2,HSV
999866e6984df01f.jpg,0,0,chi2,LAB
999866e6984df01f.jpg,0,0,intersection,RGB
999866e6984df01f.jpg,0,0,intersection,HSV
999866e6984df01f.jpg,0,0,intersection,LAB
999866e6984df01f.jpg,0,0,bhattacharyya,RGB
999866e6984df01f.jpg,0,0,bhattacharyya,HSV
999866e6984df01f.jpg,0,0,bhattacharyya,LAB
b0d16f2f4ec2a265.jpg,1,0,euclidean,RGB
b0d16f2f4ec2a265.jpg,1,0,euclidean,HSV
b0d16f2f4ec2a265.jpg,1,0,euclidean,LAB
b0d16f2f4ec2a265.jpg,1,0,cosine,RGB
b0d16f2f4ec2a265.jpg,1,0,cosine,HSV
b0d16f2f4ec2a265.jpg,1,0,cosine,LAB
b0d16f2f4ec2a265.jpg,1,0,correlation,RGB
b0d16f2f4ec2a265.jpg,0,0,correlation,HSV
b0d16f2f4ec2a265.jpg,1,0,correlation,LAB
b0d16f2f4ec2a265.jpg,2,0,chi2,RGB
b0d16f2f4ec2a265.jpg,2,0,chi2,HSV
b0d16f2f4ec2a265.jpg,1,0,chi2,LAB
b0d16f2f4ec2a265.jpg,0,0,intersection,RGB
b0d16f2f4ec2a265.jpg,0,0,intersection,HSV
b0d16f2f4ec2a265.jpg,3,0,intersection,LAB
b0d16f2f4ec2a265.jpg,0,0,bhattacharyya,RGB
b0d16f2f4ec2a265.jpg,0,0,bhattacharyya,HSV
b0d16f2f4ec2a265.jpg,1,0,bhattacharyya,LAB
893878c28fbdb163.jpg,0,0,euclidean,RGB
893878c28fbdb163.jpg,0,0,euclidean,HSV
893878c28fbdb163.jpg,0,0,euclidean,LAB
893878c28fbdb163.jpg,0,0,cosine,RGB
893878c28fbdb163.jpg,0,0,cosine,HSV
893878c28fbdb163.jpg,0,0,cosine,LAB
893878c28fbdb163.jpg,0,0,correlation,RGB
893878c28fbdb163.jpg,0,0,correlation,HSV
893878c28fbdb163.jpg,0,0,correlation,LAB
893878c28fbdb163.jpg,0,0,chi2,RGB
893878c28fbdb163.jpg,1,0,chi2,HSV
893878c28fbdb163.jpg,0,0,chi2,LAB
893878c28fbdb163.jpg,1,0,intersection,RGB
893878c28fbdb163.jpg,0,0,intersection,HSV
893878c28fbdb163.jpg,0,0,intersection,LAB
893878c28fbdb163.jpg,0,0,bhattacharyya,RGB
893878c28fbdb163.jpg,0,0,bhattacharyya,HSV
893878c28fbdb163.jpg,0,0,bhattacharyya,LAB
b4f44b0b8af86ca5.jpg,0,0,euclidean,RGB
b4f44b0b8af86ca5.jpg,0,0,euclidean,HSV
b4f44b0b8af86ca5.jpg,0,0,euclidean,LAB
b4f44b0b8af86ca5.jpg,0,0,cosine,RGB
b4f44b0b8af86ca5.jpg,0,0,cosine,HSV
b4f44b0b8af86ca5.jpg,0,0,cosine,LAB
b4f44b0b8af86ca5.jpg,0,0,correlation,RGB
b4f44b0b8af86ca5.jpg,0,0,correlation,HSV
b4f44b0b8af86ca5.jpg,0,0,correlation,LAB
b4f44b0b8af86ca5.jpg,0,0,chi2,RGB
b4f44b0b8af86ca5.jpg,0,0,chi2,HSV
b4f44b0b8af86ca5.jpg,0,0,chi2,LAB
b4f44b0b8af86ca5.jpg,0,0,intersection,RGB
b4f44b0b8af86ca5.jpg,0,0,intersection,HSV
b4f44b0b8af86ca5.jpg,0,0,intersection,LAB
b4f44b0b8af86ca5.jpg,0,0,bhattacharyya,RGB
b4f44b0b8af86ca5.jpg,0,0,bhattacharyya,HSV
b4f44b0b8af86ca5.jpg,0,0,bhattacharyya,LAB
9fbf7780003d5ac8.jpg,2,0,euclidean,RGB
9fbf7780003d5ac8.jpg,1,0,euclidean,HSV
9fbf7780003d5ac8.jpg,2,0,euclidean,LAB
9fbf7780003d5ac8.jpg,2,0,cosine,RGB
9fbf7780003d5ac8.jpg,1,0,cosine,HSV
9fbf7780003d5ac8.jpg,2,0,cosine,LAB
9fbf7780003d5ac8.jpg,2,0,correlation,RGB
9fbf7780003d5ac8.jpg,2,0,correlation,HSV
9fbf7780003d5ac8.jpg,2,0,correlation,LAB
9fbf7780003d5ac8.jpg,0,0,chi2,RGB
9fbf7780003d5ac8.jpg,0,0,chi2,HSV
9fbf7780003d5ac8.jpg,0,0,chi2,LAB
9fbf7780003d5ac8.jpg,2,0,intersection,RGB
9fbf7780003d5ac8.jpg,2,0,intersection,HSV
9fbf7780003d5ac8.jpg,0,0,intersection,LAB
9fbf7780003d5ac8.jpg,0,0,bhattacharyya,RGB
9fbf7780003d5ac8.jpg,2,0,bhattacharyya,HSV
9fbf7780003d5ac8.jpg,2,0,bhattacharyya,LAB
af2f7bd496a0a814.jpg,2,0,euclidean,RGB
af2f7bd496a0a814.jpg,0,0,euclidean,HSV
af2f7bd496a0a814.jpg,1,0,euclidean,LAB
af2f7bd496a0a814.jpg,2,0,cosine,RGB
af2f7bd496a0a814.jpg,0,0,cosine,HSV
af2f7bd496a0a814.jpg,1,0,cosine,LAB
af2f7bd496a0a814.jpg,2,0,correlation,RGB
af2f7bd496a0a814.jpg,0,0,correlation,HSV
af2f7bd496a0a814.jpg,1,0,correlation,LAB
af2f7bd496a0a814.jpg,0,0,chi2,RGB
af2f7bd496a0a814.jpg,0,0,chi2,HSV
af2f7bd496a0a814.jpg,1,0,chi2,LAB
af2f7bd496a0a814.jpg,0,0,intersection,RGB
af2f7bd496a0a814.jpg,0,0,intersection,HSV
af2f7bd496a0a814.jpg,0,0,intersection,LAB
af2f7bd496a0a814.jpg,1,0,bhattacharyya,RGB
af2f7bd496a0a814.jpg,0,0,bhattacharyya,HSV
af2f7bd496a0a814.jpg,0,0,bhattacharyya,LAB
d52f35d202df0cf0.jpg,0,0,euclidean,RGB
d52f35d202df0cf0.jpg,1,1,euclidean,HSV
d52f35d202df0cf0.jpg,1,1,euclidean,LAB
d52f35d202df0cf0.jpg,0,0,cosine,RGB
d52f35d202df0cf0.jpg,1,1,cosine,HSV
d52f35d202df0cf0.jpg,1,1,cosine,LAB
d52f35d202df0cf0.jpg,0,0,correlation,RGB
d52f35d202df0cf0.jpg,1,1,correlation,HSV
d52f35d202df0cf0.jpg,1,1,correlation,LAB
d52f35d202df0cf0.jpg,0,0,chi2,RGB
d52f35d202df0cf0.jpg,0,0,chi2,HSV
d52f35d202df0cf0.jpg,0,0,chi2,LAB
d52f35d202df0cf0.jpg,0,0,intersection,RGB
d52f35d202df0cf0.jpg,1,1,intersection,HSV
d52f35d202df0cf0.jpg,1,1,intersection,LAB
d52f35d202df0cf0.jpg,1,1,bhattacharyya,RGB
d52f35d202df0cf0.jpg,1,1,bhattacharyya,HSV
d52f35d202df0cf0.jpg,1,1,bhattacharyya,LAB
8777d0981ac787b8.jpg,0,0,euclidean,RGB
8777d0981ac787b8.jpg,0,0,euclidean,HSV
8777d0981ac787b8.jpg,1,0,euclidean,LAB
8777d0981ac787b8.jpg,0,0,cosine,RGB
8777d0981ac787b8.jpg,0,0,cosine,HSV
8777d0981ac787b8.jpg,1,0,cosine,LAB
8777d0981ac787b8.jpg,0,0,correlation,RGB
8777d0981ac787b8.jpg,0,0,correlation,HSV
8777d0981ac787b8.jpg,1,0,correlation,LAB
8777d0981ac787b8.jpg,1,1,chi2,RGB
8777d0981ac787b8.jpg,0,0,chi2,HSV
8777d0981ac787b8.jpg,0,0,chi2,LAB
8777d0981ac787b8.jpg,0,0,intersection,RGB
8777d0981ac787b8.jpg,1,0,intersection,HSV
8777d0981ac787b8.jpg,1,0,intersection,LAB
8777d0981ac787b8.jpg,0,0,bhattacharyya,RGB
8777d0981ac787b8.jpg,0,0,bhattacharyya,HSV
8777d0981ac787b8.jpg,2,0,bhattacharyya,LAB
a5b57ad202af28ad.jpg,1,0,euclidean,RGB
a5b57ad202af28ad.jpg,1,1,euclidean,HSV
a5b57ad202af28ad.jpg,1,0,euclidean,LAB
a5b57ad202af28ad.jpg,1,0,cosine,RGB
a5b57ad202af28ad.jpg,1,1,cosine,HSV
a5b57ad202af28ad.jpg,1,0,cosine,LAB
a5b57ad202af28ad.jpg,1,0,correlation,RGB
a5b57ad202af28ad.jpg,1,1,correlation,HSV
a5b57ad202af28ad.jpg,1,0,correlation,LAB
a5b57ad202af28ad.jpg,0,0,chi2,RGB
a5b57ad202af28ad.jpg,0,0,chi2,HSV
a5b57ad202af28ad.jpg,0,0,chi2,LAB
a5b57ad202af28ad.jpg,0,0,intersection,RGB
a5b57ad202af28ad.jpg,1,1,intersection,HSV
a5b57ad202af28ad.jpg,0,0,intersection,LAB
a5b57ad202af28ad.jpg,0,0,bhattacharyya,RGB
a5b57ad202af28ad.jpg,1,1,bhattacharyya,HSV
a5b57ad202af28ad.jpg,0,0,bhattacharyya,LAB
8c7d3760c987e07c.jpg,1,0,euclidean,RGB
8c7d3760c987e07c.jpg,1,0,euclidean,HSV
8c7d3760c987e07c.jpg,2,0,euclidean,LAB
8c7d3760c987e07c.jpg,1,0,cosine,RGB
8c7d3760c987e07c.jpg,1,0,cosine,HSV
8c7d3760c987e07c.jpg,2,0,cosine,LAB
8c7d3760c987e07c.jpg,0,0,correlation,RGB
8c7d3760c987e07c.jpg,1,0,correlation,HSV
8c7d3760c987e07c.jpg,2,0,correlation,LAB
8c7d3760c987e07c.jpg,0,0,chi2,RGB
8c7d3760c987e07c.jpg,2,0,chi2,HSV
8c7d3760c987e07c.jpg,1,0,chi2,LAB
8c7d3760c987e07c.jpg,0,0,intersection,RGB
8c7d3760c987e07c.jpg,1,0,intersection,HSV
8c7d3760c987e07c.jpg,2,0,intersection,LAB
8c7d3760c987e07c.jpg,0,0,bhattacharyya,RGB
8c7d3760c987e07c.jpg,0,0,bhattacharyya,HSV
8c7d3760c987e07c.jpg,1,0,bhattacharyya,LAB
f1683f9502cb8de4.jpg,1,0,euclidean,RGB
f1683f9502cb8de4.jpg,1,0,euclidean,HSV
f1683f9502cb8de4.jpg,1,0,euclidean,LAB
f1683f9502cb8de4.jpg,1,0,cosine,RGB
f1683f9502cb8de4.jpg,1,0,cosine,HSV
f1683f9502cb8de4.jpg,1,0,cosine,LAB
f1683f9502cb8de4.jpg,1,0,correlation,RGB
f1683f9502cb8de4.jpg,1,0,correlation,HSV
f1683f9502cb8de4.jpg,1,0,correlation,LAB
f1683f9502cb8de4.jpg,2,0,chi2,RGB
f1683f9502cb8de4.jpg,0,0,chi2,HSV
f1683f9502cb8de4.jpg,1,0,chi2,LAB
f1683f9502cb8de4.jpg,0,0,intersection,RGB
f1683f9502cb8de4.jpg,1,0,intersection,HSV
f1683f9502cb8de4.jpg,0,0,intersection,LAB
f1683f9502cb8de4.jpg,0,0,bhattacharyya,RGB
f1683f9502cb8de4.jpg,0,0,bhattacharyya,HSV
f1683f9502cb8de4.jpg,0,0,bhattacharyya,LAB
d0bf6c8233718e9c.jpg,2,0,euclidean,RGB
d0bf6c8233718e9c.jpg,1,0,euclidean,HSV
d0bf6c8233718e9c.jpg,1,0,euclidean,LAB
d0bf6c8233718e9c.jpg,2,0,cosine,RGB
d0bf6c8233718e9c.jpg,1,0,cosine,HSV
d0bf6c8233718e9c.jpg,1,0,cosine,LAB
d0bf6c8233718e9c.jpg,2,0,correlation,RGB
d0bf6c8233718e9c.jpg,1,0,correlation,HSV
